ORF	rpf	mRNA	reliable
YKR095W	28.1996	26.9995	1
YKR095WA	88.248	65.6895	1
YKR096W	10.2232	13.1656	1
YKR097W	0.1248	8.9711	0
YKR098C	2.1039	4.6446	0
YKR099W	9.7258	29.2441	1
YKR100C	25.4362	100.8852	1
YKR101W	3.8426	37.7169	1
YKR103W	0.1691	4.3787	0
YKR104W	0.2234	3.4717	0
YLL001W	34.2437	42.5008	1
YLL002W	6.5955	32.184	1
YLL003W	2.6834	30.925	1
YLL004W	11.1272	79.331	1
YLL005C	0	0.6141	0
YLL006W	15.91	26.0683	1
YLL006WA	0	1.1188	0
YLL007C	7.9382	13.3182	1
YLL008W	94.567	172.0169	1
YLL009C	132.2709	111.4727	1
YLL010C	25.1721	45.0069	1
YLL011W	57.2897	167.6198	1
YLL012W	12.4382	18.5868	1
YLL013C	20.5251	11.4463	1
YLL014W	177.3584	387.7626	1
YLL015W	13.1674	22.2003	1
YLL018C	490.7399	95.8347	1
YLL018CA	35.8586	27.4622	0
YLL019C	5.3966	19.7923	1
YLL021W	40.5537	20.514	1
YLL022C	27.9063	53.3486	1
YLL023C	31.0995	43.5273	1
YLL026W	188.9607	86.2297	1
YLL027W	44.5145	107.6965	1
YLL028W	27.9516	25.3323	1
YLL029W	34.0593	47.845	1
YLL031C	20.8481	27.59	1
YLL032C	8.8128	14.5359	1
YLL033W	5.6368	41.7836	1
YLL034C	39.7459	89.5497	1
YLL035W	9.9785	38.664	1
YLL036C	23.1518	70.2411	1
YLL038C	21.5584	36.2424	1
YLL040C	23.2908	5.1782	1
YLL041C	33.1234	60.3563	1
YLL042C	2.8524	36.4133	0
YLL043W	29.4114	48.7742	1
YLL046C	1.3709	5.3264	0
YLL048C	39.2698	44.4471	1
YLL049W	7.228	53.5786	1
YLL050C	1742.4045	2011.8992	1
YLL051C	7.1265	38.2586	1
YLL052C	2.737	16.394	0
YLL053C	0	17.3773	0
YLL054C	3.0322	16.7183	1
YLL055W	1.4193	35.217	1
YLL056C	0	7.1287	0
YLL057C	0.3323	8.5532	0
YLL058W	10.4881	22.1111	1
YLL060C	0.5858	46.939	1
YLL061W	13.0483	15.4144	1
YLL062C	16.2502	12.7092	1
YLL063C	3.9012	22.3149	1
YLR001C	9.5494	13.1403	1
YLR002C	64.3171	109.7785	1
YLR003C	86.8897	250.2272	1
YLR004C	1.048	5.5985	0
YLR005W	24.9564	102.878	1
YLR006C	7.8969	21.3275	1
YLR007W	11.6018	120.7965	1
YLR008C	91.9537	194.3711	1
YLR009W	359.286	288.4331	1
YLR010C	8.9277	60.7013	1
YLR011W	16.4093	40.5397	1
YLR012C	0	1.3263	0
YLR014C	2.8078	27.5679	1
YLR015W	12.6154	54.4163	1
YLR016C	21.3873	160.0237	1
YLR017W	85.2348	240.2882	1
YLR018C	34.5169	147.6514	1
YLR019W	32.9279	52.58	1
YLR020C	13.7543	100.6932	1
YLR021W	35.7594	87.2037	1
YLR022C	99.4067	312.479	1
YLR023C	8.9592	24.8809	1
YLR024C	3.228	6.4133	1
YLR025W	110.63	129.2797	1
YLR026C	71.21	58.6165	1
YLR027C	282.8316	135.5303	1
YLR028C	89.6415	273.376	1
YLR030W	2.3371	28.2501	0
YLR031W	0.7325	75.7694	1
YLR032W	9.8632	28.2846	1
YLR033W	33.0227	122.3375	1
YLR034C	51.402	53.7249	1
YLR035C	3.2556	12.3613	1
YLR036C	19.1411	97.8533	1
YLR038C	203.7517	208.9463	1
YLR039C	9.6173	18.0517	1
YLR040C	17.0554	14.7912	0
YLR042C	45.209	25.8549	1
YLR043C	1328.3959	878.2673	1
YLR044C	13774.8504	1341.7346	1
YLR045C	26.2659	47.7234	1
YLR046C	0.253	43.9863	1
YLR047C	4.7974	17.28	1
YLR049C	32.6316	114.3529	1
YLR050C	45.209	68.5361	1
YLR051C	97.4359	243.3195	1
YLR052W	44.7876	54.644	1
YLR053C	0.6267	7.3048	0
YLR054C	0.3822	4.4546	0
YLR055C	15.3701	28.9738	1
YLR056W	282.4762	251.2516	1
YLR057W	8.241	51.1669	1
YLR058C	836.7221	673.2974	1
YLR059C	32.7563	63.1403	1
YLR060W	265.7394	208.6643	1
YLR061W	5891.9859	3437.3506	1
YLR063W	21.9308	39.8725	1
YLR064W	47.2929	90.6576	1
YLR065C	66.5969	240.8393	1
YLR066W	100.3172	133.0359	1
YLR067C	2.9862	23.6184	1
YLR068W	88.2372	128.9968	1
YLR069C	19.7356	48.6677	1
YLR070C	1.9216	4.4795	0
YLR071C	16.4265	25.3806	1
YLR072W	8.3108	32.4819	1
YLR073C	40.8966	78.123	1
YLR074C	148.3891	225.3569	1
YLR075W	7994.068	10951.1562	1
YLR077W	11.8728	71.7055	1
YLR078C	47.9571	170.9852	1
YLR079W	41.3818	77.3517	1
YLR080W	5.8602	16.3274	1
YLR081W	1.9102	1.9714	0
YLR082C	18.3316	95.6427	1
YLR083C	99.7016	116.0106	1
YLR084C	18.9591	24.5901	1
YLR085C	10.3172	70.9079	1
YLR086W	9.4888	15.1416	1
YLR087C	2.2293	3.6315	1
YLR088W	31.9272	60.5048	1
YLR089C	83.5862	61.9598	1
YLR090W	18.0526	92.6009	1
YLR091W	5.3646	26.5067	1
YLR092W	2.5351	9.1033	1
YLR093C	79.1537	265.8658	1
YLR094C	16.6478	15.6401	1
YLR095C	12.8392	28.5518	1
YLR096W	15.5568	25.2811	1
YLR097C	11.731	72.0365	1
YLR098C	4.8664	20.7569	1
YLR099C	14.07	36.1065	1
YLR099WA	58.1354	97.1249	1
YLR100W	121.0314	333.5331	1
YLR102C	22.1651	35.0478	1
YLR103C	6.5389	32.4739	1
YLR104W	39.3724	129.322	1
YLR105C	8.3491	114.4165	1
YLR106C	17.2534	10.9549	1
YLR107W	15.4174	141.1949	1
YLR108C	16.9469	32.3729	1
YLR109W	3943.0848	589.1709	1
YLR110C	9670.8854	4872.9795	1
YLR113W	60.1248	221.0647	1
YLR114C	21.0047	48.4771	1
YLR115W	11.0999	27.5356	1
YLR116W	15.3957	18.5878	1
YLR117C	11.3772	31.2139	1
YLR118C	60.4134	78.2408	1
YLR119W	21.7713	38.2509	1
YLR120C	31.7952	41.0606	1
YLR121C	9.1699	12.8363	1
YLR125W	0.4992	16.4874	0
YLR126C	29.3776	67.9026	1
YLR127C	4.1012	19.0587	1
YLR128W	10.1403	17.426	0
YLR129W	39.8696	155.9642	1
YLR130C	12.329	281.107	1
YLR131C	12.1129	10.9869	1
YLR132C	6.598	18.0818	0
YLR133W	24.1395	11.7808	1
YLR135W	4.9507	14.337	1
YLR136C	28.7703	19.5616	1
YLR137W	2.9828	26.4375	1
YLR138W	15.3247	55.7517	1
YLR139C	6.3967	8.3879	1
YLR141W	5.8426	26.5444	1
YLR142W	3.0216	5.0313	0
YLR143W	13.7124	58.0403	1
YLR144C	12.5015	29.0746	1
YLR145W	18.3127	90.9134	1
YLR146C	32.8077	136.761	1
YLR146WA	85.2815	100.6608	1
YLR147C	81.6715	103.3877	1
YLR148W	16.9643	45.5859	1
YLR149C	0.8454	6.2956	0
YLR150W	3734.1369	1403.3694	1
YLR151C	6.6382	23.2512	1
YLR152C	1.0708	20.3393	1
YLR153C	275.1502	137.188	1
YLR154C	62.1638	105.8159	1
YLR162WA	0	5.2427	0
YLR163C	37.3538	128.8601	1
YLR164W	2.0254	51.1503	1
YLR165C	4.57	45.4335	1
YLR166C	18.1142	90.4212	1
YLR168C	20.4704	75.7868	1
YLR170C	89.3622	173.1748	1
YLR172C	156.0642	97.8129	1
YLR173W	5.7493	21.2427	1
YLR174W	0.3323	10.9739	0
YLR175W	415.352	742.5528	1
YLR176C	8.2035	4.5181	1
YLR177W	3.1654	20.674	1
YLR178C	16.8189	35.0932	1
YLR179C	255.699	235.5184	1
YLR180W	462.5325	220.1089	1
YLR181C	27.9751	62.5979	1
YLR182W	19.8158	35.5912	1
YLR183C	41.8817	79.3201	1
YLR185W	4230.9575	2042.7847	1
YLR186W	113.5248	245.5384	1
YLR187W	15.984	5.0669	1
YLR188W	17.0672	32.1012	1
YLR189C	6.4165	26.7661	1
YLR190W	40.3167	48.781	1
YLR191W	17.3743	89.3738	1
YLR192C	337.1158	208.5343	1
YLR193C	45.5168	44.967	1
YLR194C	52.4204	82.7725	1
YLR195C	74.0467	178.1991	1
YLR196W	118.9769	191.0279	1
YLR197W	549.9226	639.5006	1
YLR199C	47.3673	43.5483	1
YLR200W	204.9986	207.1989	1
YLR201C	26.2659	32.9111	1
YLR203C	32.6633	36.9125	1
YLR204W	78.0827	87.101	1
YLR205C	1.9411	14.6643	0
YLR206W	52.6649	35.8406	1
YLR207W	16.7156	13.6768	1
YLR208W	199.0533	320.7497	1
YLR209C	40.4461	40.7805	1
YLR210W	14.5894	56.5392	1
YLR211C	13.9735	32.2729	1
YLR212C	23.6015	49.365	1
YLR213C	5.029	20.1691	1
YLR214W	97.5465	203.0883	1
YLR215C	13.6825	58.6975	1
YLR216C	598.6432	391.9475	1
YLR218C	16.3137	42.2554	1
YLR219W	15.0708	13.5406	1
YLR220W	63.4912	118.5963	1
YLR221C	136.1144	343.3252	1
YLR222C	46.9294	78.935	1
YLR223C	13.029	53.3242	1
YLR224W	8.7147	79.4248	1
YLR225C	34.6448	111.5713	1
YLR226W	21.485	92.8998	1
YLR227C	2.223	45.2099	1
YLR228C	8.3419	22.0161	1
YLR229C	191.918	278.234	1
YLR231C	33.256	84.5728	1
YLR233C	1.2752	14.1963	1
YLR234W	2.0901	3.6542	0
YLR237W	11.3466	27.6085	1
YLR238W	14.0419	31.0361	1
YLR239C	15.8445	33.2101	1
YLR240W	6.3502	11.1178	1
YLR241W	15.4355	67.3824	1
YLR242C	6.6031	101.171	1
YLR243W	41.4383	198.3215	1
YLR244C	315.4697	156.6458	1
YLR245C	28.7035	18.1222	0
YLR246W	1.9056	39.7955	1
YLR247C	5.6478	25.6716	1
YLR248W	83.9355	93.5335	1
YLR249W	3958.7643	1722.6543	1
YLR250W	166.5244	264.0091	1
YLR251W	4.8433	83.6711	1
YLR253W	10.5984	64.2231	1
YLR254C	20.5466	120.0938	1
YLR257W	177.4316	750.4031	1
YLR258W	13.8106	49.5959	1
YLR259C	928.9797	133.942	1
YLR260W	11.6766	28.6935	1
YLR262C	96.7493	252.344	1
YLR262CA	1271.661	1060.3287	1
YLR263W	0.1659	11.4396	1
YLR264CA	1.7327	3.3659	0
YLR264W	3095.8079	4732.6652	1
YLR265C	10.5993	78.089	1
YLR266C	4.4993	144.5994	1
YLR267W	2.5247	10.6267	0
YLR268W	139.5826	90.386	1
YLR270W	49.4458	23.5392	1
YLR271W	8.9755	55.6987	1
YLR272C	8.4039	11.2806	1
YLR273C	1.6927	6.3709	0
YLR274W	24.4239	64.6375	1
YLR275W	59.3766	103.9392	1
YLR276C	86.767	143.0041	1
YLR277C	12.6776	45.4078	1
YLR278C	5.2724	13.0267	1
YLR281C	3.0709	11.0789	0
YLR283W	7.185	36.3748	1
YLR284C	7.5643	46.4539	1
YLR285W	68.2929	145.8841	1
YLR286C	431.1516	244.5676	1
YLR287C	47.211	197.2783	1
YLR288C	5.7796	62.8748	1
YLR289W	4.0387	25.3954	1
YLR290C	25.4034	81.4507	1
YLR291C	64.4783	73.6195	1
YLR292C	153.228	329.5588	1
YLR293C	1513.3878	389.655	1
YLR295C	202.3586	141.3067	1
YLR297W	14.7276	14.8161	0
YLR298C	24.2225	71.731	1
YLR299W	9.5563	9.9884	1
YLR300W	331.5194	322.7528	1
YLR301W	281.1641	438.8615	1
YLR303W	0	0.1498	0
YLR304C	236.7757	101.378	1
YLR305C	14.9264	18.2545	1
YLR306W	20.2438	74.6472	1
YLR307CA	0.7751	4.5174	0
YLR307W	1.5895	6.3964	0
YLR308W	0	0.8513	0
YLR309C	25.7546	45.2041	1
YLR310C	13.3944	24.0059	1
YLR312C	0.172	2.0044	0
YLR312WA	36.1637	204.7293	1
YLR313C	3.7338	37.7779	1
YLR314C	124.7662	161.3701	1
YLR315W	17.7747	16.4017	0
YLR316C	21.4364	87.3645	1
YLR318W	0.6208	28.2659	1
YLR319C	17.4071	33.3929	1
YLR320W	0.8971	10.9607	1
YLR321C	55.4439	67.5902	1
YLR323C	16.0836	71.9651	1
YLR324W	20.1733	24.9387	1
YLR325C	7875.6537	8036.0594	1
YLR326W	17.3481	62.7062	1
YLR327C	37.6311	12.1839	0
YLR328W	48.1331	51.063	1
YLR329W	0.265	7.4652	0
YLR330W	65.0848	97.3577	1
YLR332W	39.6723	48.7867	1
YLR333C	2990.6517	2042.2977	1
YLR335W	100.665	70.7662	1
YLR336C	34.3391	93.8363	1
YLR337C	28.6278	12.1501	1
YLR340W	5259.8504	1107.9929	1
YLR341W	0.1436	3.6261	0
YLR342W	163.1048	88.9194	1
YLR343W	0.3704	2.1586	0
YLR345W	11.5745	30.3286	1
YLR346C	30.7942	58.5213	1
YLR347C	81.2638	47.1276	1
YLR348C	68.5761	340.3973	1
YLR350W	80.5171	85.5684	1
YLR351C	73.2692	191.3771	1
YLR352W	4.5895	8.0076	1
YLR353W	6.9335	25.8346	1
YLR354C	716.1426	399.5546	1
YLR355C	2959.2168	596.9482	1
YLR356W	24.9085	24.1941	1
YLR357W	29.4773	34.4032	1
YLR359W	364.2021	1148.2227	1
YLR360W	7.6423	68.7776	1
YLR361C	12.0938	20.7298	1
YLR362W	11.763	37.8066	1
YLR363C	59.1341	133.1101	1
YLR363WA	149.8821	181.016	1
YLR364W	38.5048	48.2586	1
YLR367W	1155.9634	1967.0432	1
YLR368W	4.2406	56.3303	1
YLR369W	20.3474	47.3317	1
YLR370C	133.8877	105.8957	1
YLR371W	8.3528	24.0446	1
YLR372W	258.725	701.9184	1
YLR373C	9.5175	20.19	1
YLR375W	17.9466	73.2139	1
YLR376C	7.3336	52.3285	1
YLR377C	0	2.291	0
YLR378C	198.0537	54.1915	1
YLR380W	47.1428	25.2582	1
YLR381W	2.9001	20.4453	1
YLR382C	5.3715	14.4596	1
YLR383W	5.3595	15.9165	1
YLR384C	58.4671	66.6259	1
YLR385C	14.3971	11.9864	0
YLR386W	20.9695	20.2166	1
YLR387C	81.4605	235.5248	1
YLR388W	3846.0433	2581.5539	1
YLR389C	27.0595	31.4103	1
YLR390W	42.9304	25.8417	0
YLR390WA	460.5512	238.4335	1
YLR392C	5.8193	50.1004	1
YLR393W	16.8966	12.3684	0
YLR394W	0	8.6955	0
YLR395C	254.4986	191.8934	1
YLR396C	11.51	35.5634	1
YLR397C	27.1692	48.9366	1
YLR398C	30.0801	21.8612	1
YLR399C	68.0627	102.3208	1
YLR401C	39	67.09	1
YLR403W	20.0766	27.3011	1
YLR404W	11.9876	48.2052	1
YLR405W	17.3376	76.7774	1
YLR406C	2266.1539	1942.9563	1
YLR406CA	1.3565	5.2703	0
YLR407W	58.6977	383.1813	1
YLR408C	23.8977	45.3448	0
YLR409C	37.8472	131.1497	1
YLR410W	65.1558	41.6484	1
YLR411W	1.9826	16.7811	0
YLR412CA	3.9462	9.5824	0
YLR412W	17.203	77.0095	1
YLR413W	215.2267	106.9438	1
YLR415C	0.6047	2.9366	0
YLR417W	7.0222	54.6841	1
YLR418C	65.8266	166.9506	1
YLR419W	14.3996	17.5181	1
YLR420W	169.9116	353.0793	1
YLR421C	268.5226	473.3726	1
YLR422W	3.8387	10.4953	1
YLR423C	8.2081	31.2528	1
YLR424W	5.8108	41.7667	1
YLR425W	4.5691	9.6923	1
YLR426W	8.5555	26.3845	1
YLR427W	16.1675	49.6955	1
YLR429W	136.5805	121.0025	1
YLR430W	11.6977	11.7509	1
YLR431C	2.7209	23.3456	1
YLR433C	36.8014	45.7354	1
YLR435W	107.4168	183.4759	1
YLR436C	4.4179	14.7575	1
YLR437C	63.7955	69.4015	1
YLR438CA	264.5561	335.7518	1
YLR438W	119.8048	17.0946	1
YLR439W	26.1485	21.6511	1
YLR440C	19.9224	58.0529	1
YLR441C	3902.0223	7246.2417	1
YLR442C	12.3474	42.1125	1
YLR443W	7.1837	112.236	1
YLR446W	3.953	9.9829	0
YLR447C	347.5441	884.0898	1
YLR449W	307.4474	158.387	1
YLR450W	15.8252	21.1116	1
YLR451W	14.1691	36.3244	1
YLR452C	41.1588	85.0135	1
YLR453C	3.8119	26.7592	1
YLR454W	4.2863	8.6821	1
YLR455W	45.8693	77.5321	1
YLR456W	7.6861	40.5739	1
YLR457C	5.5726	38.0977	1
YLR459W	28.1401	42.6867	1
YML001W	223.5605	548.2832	1
YML002W	0.5583	23.4074	1
YML003W	2.8277	11.2153	0
YML004C	142.2124	248.5586	1
YML005W	13.0442	46.0729	1
YML006C	6.3797	25.3891	1
YML007CA	9.1233	5.317	0
YML007W	39.0226	83.3873	1
YML008C	311.4246	114.7144	1
YML009C	197.5559	217.0401	1
YML010W	126.0103	56.6207	1
YML011C	21.9266	95.2791	1
YML012W	280.5178	752.1225	1
YML013W	21.5927	23.2531	1
YML014W	34.5278	49.9493	1
YML015C	22.5363	67.3977	1
YML016C	19.1226	62.1703	1
YML017W	74.1806	51.9689	1
YML018C	23.3354	182.174	1
YML019W	34.8108	168.2613	1
YML020W	5.8852	20.96	1
YML021C	25.7257	72.5573	1
YML022W	320.2092	773.1387	1
YML023C	2.7114	53.9887	1
YML025C	36.156	51.2547	1
YML027W	28.6173	21.7538	1
YML028W	3552.1189	976.3732	1
YML029W	12.0324	23.772	1
YML030W	51.7606	147.0885	1
YML031W	21.9793	70.4514	1
YML032C	11.4871	55.5058	1
YML034W	22.2927	24.3097	1
YML035C	43.1003	48.9373	1
YML036W	47.1619	84.0465	1
YML037C	8.0463	25.4005	1
YML038C	19.0541	124.1362	1
YML041C	25.3769	96.4629	1
YML042W	0.9209	11.8275	1
YML043C	5.6749	73.101	1
YML046W	13.9492	82.4591	1
YML047C	0	1.8876	0
YML048W	115.6617	136.0999	1
YML049C	13.8702	20.1841	1
YML050W	5.0558	37.1509	1
YML051W	3.3053	21.5561	1
YML052W	117.9181	192.5787	1
YML053C	53.0747	83.1086	1
YML054C	0.3479	7.7721	0
YML055W	65.4137	130.419	1
YML056C	304.6486	583.4655	1
YML057W	27.5748	30.7519	1
YML058W	881.3357	283.6675	1
YML058WA	38.4751	2.8747	0
YML059C	8.5059	14.7762	1
YML060W	21.838	35.7062	1
YML061C	10.2215	54.5282	1
YML062C	26.8864	151.2646	1
YML063W	4753.8156	6940.3702	1
YML064C	37.6152	271.7218	1
YML065W	30.0236	41.9939	1
YML066C	0.1854	3.2418	0
YML067C	51.6457	223.7215	1
YML068W	3.8374	63.6516	1
YML069W	122.7688	247.7791	1
YML070W	97.1672	106.9187	1
YML071C	19.083	43.1037	1
YML072C	91.1844	36.2132	1
YML073C	4523.6789	1584.2608	1
YML074C	319.9396	150.1239	1
YML075C	20.2476	39.3969	1
YML076C	3.2705	17.013	1
YML077W	68.8716	204.0125	1
YML078W	382.8118	128.669	1
YML079W	95.6328	122.5355	1
YML080W	25.0855	121.9873	1
YML081CA	279.8252	268.4979	1
YML081W	7.2423	25.3672	1
YML082W	10.4572	28.3173	1
YML083C	0.4913	0.3181	0
YML085C	219.5495	84.3652	1
YML086C	102.6376	50.4794	1
YML087C	2.1911	13.8339	0
YML088W	10.7763	38.2802	1
YML091C	7.4801	6.0453	1
YML092C	201.2713	226.2687	1
YML093W	86.8397	110.3651	1
YML094W	147.1524	77.1578	1
YML095C	12.9882	40.37	1
YML096W	10.9618	50.5753	1
YML097C	25.0522	90.1081	1
YML098W	35.0436	114.3852	1
YML099C	4.0536	40.8118	1
YML100W	16.0625	13.5377	1
YML100WA	0	5.6896	0
YML101C	35.3298	38.2544	1
YML102W	13.9019	87.273	1
YML103C	26.0534	37.3547	1
YML104C	1.9486	29.7511	1
YML105C	137.6248	227.2515	1
YML106W	402.11	564.7523	1
YML107C	13.1042	96.855	1
YML108W	125.6452	182.7491	1
YML109W	10.6335	11.6726	1
YML110C	101.5349	171.9407	1
YML111W	16.7783	33.8979	1
YML112W	20.5494	27.5852	1
YML113W	37.7138	72.4619	1
YML114C	11.8205	29.095	1
YML115C	39.3164	73.7652	1
YML116W	8.47	104.9868	1
YML117W	20.6974	36.5629	1
YML118W	0.8139	3.821	0
YML119W	19.9289	90.2718	1
YML120C	21.3665	23.9964	1
YML121W	27.7856	184.4225	1
YML123C	681.141	960.6527	1
YML124C	94.4308	195.5732	1
YML125C	141.7673	204.9553	1
YML126C	436.0897	145.1234	1
YML127W	34.0893	109.3023	1
YML128C	6.8106	42.1559	1
YML129C	170.7037	72.6572	1
YML130C	76.8028	58.9942	1
YML131W	21.5559	50.6145	1
YMR001C	34.4293	93.3348	1
YMR001CA	0.8849	48.1343	0
YMR002W	405.8353	451.7787	1
YMR003W	23.0627	57.8418	1
YMR004W	27.2145	40.7578	1
YMR005W	47.9751	84.1181	1
YMR006C	55.553	39.5263	1
YMR008C	27.4641	23.2666	1
YMR009W	32.3356	55.7956	1
YMR010W	25.5199	57.7837	1
YMR011W	198.7146	50.3143	1
YMR012W	185.9768	57.8996	1
YMR013C	7.9201	78.9809	1
YMR014W	53.0648	119.6253	1
YMR015C	85.0728	87.4571	1
YMR016C	17.4735	10.3531	1
YMR017W	0.5172	3.684	0
YMR018W	0	5.6962	0
YMR019W	5.7836	37.3581	1
YMR020W	5.394	65.8845	1
YMR021C	14.4462	77.9725	1
YMR022W	120.4132	110.9512	1
YMR023C	2.605	40.8643	1
YMR024W	36.675	62.3829	1
YMR025W	9.0352	34.654	1
YMR026C	8.4053	86.8072	1
YMR027W	85.6805	122.1453	1
YMR028W	23.7405	58.1028	1
YMR029C	19.5183	101.9178	1
YMR030W	8.0073	7.2473	0
YMR031C	54.354	53.5062	1
YMR032W	13.2197	34.8387	1
YMR033W	42.5159	154.7892	1
YMR034C	2.3663	17.4683	1
YMR035W	10.771	82.9489	1
YMR036C	7.916	38.9253	1
YMR037C	26.4917	15.1364	1
YMR038C	202.8968	271.3806	1
YMR039C	84.0195	141.8506	1
YMR040W	2.9759	49.5521	0
YMR041C	5.3078	50.3657	1
YMR042W	10.3863	44.4636	1
YMR043W	58.2962	66.1388	1
YMR044W	38.642	80.8095	1
YMR047C	48.0939	45.0974	1
YMR048W	17.4698	59.0763	1
YMR049C	99.6939	54.6499	1
YMR052W	14.0354	27.9149	1
YMR053C	0.6456	4.7031	0
YMR054W	20.5031	32.1934	1
YMR055C	5.5847	14.3207	0
YMR056C	1.1062	36.3156	1
YMR058W	186.7862	78.832	1
YMR059W	40.8134	78.2558	1
YMR060C	17.1474	64.9973	1
YMR061W	25.3177	159.2544	1
YMR062C	58.5335	88.6751	1
YMR063W	2.8558	20.5266	0
YMR064W	9.6547	51.385	1
YMR065W	1.4951	65.7455	1
YMR066W	3.5141	41.2567	1
YMR067C	40.4805	27.9711	1
YMR068W	4.0177	31.5317	1
YMR069W	2.3975	4.6575	0
YMR070W	22.7854	25.6621	1
YMR071C	105.9459	322.5741	1
YMR072W	500.9526	242.9304	1
YMR073C	22.3821	87.6194	1
YMR074C	213.2161	428.3111	1
YMR075W	13.7324	35.7317	1
YMR076C	18.2214	12.5301	1
YMR077C	20.6804	95.9392	1
YMR078C	10.8276	29.1241	1
YMR079W	364.3862	105.712	1
YMR080C	36.2488	56.5541	1
YMR081C	0.4047	0.9827	0
YMR083W	461.8224	292.7885	1
YMR084W	0.2607	6.3297	0
YMR085W	0	9.5441	0
YMR086W	30.0883	14.2308	1
YMR087W	9.1425	26.6408	1
YMR088C	20.1188	72.2451	1
YMR089C	26.8542	45.1422	1
YMR090W	5.4102	77.3649	1
YMR091C	85.6227	73.2296	1
YMR092C	72.1097	190.6383	1
YMR093W	50.3449	95.8561	1
YMR094W	3.5821	11.2732	0
YMR095C	0.3046	1.7749	0
YMR096W	0.9205	22.1284	0
YMR097C	17.8969	62.2911	1
YMR098C	10.1918	38.945	1
YMR099C	228.9688	329.2435	1
YMR100W	11.2767	55.1959	1
YMR101C	2.3929	3.2927	0
YMR102C	13.3236	32.114	1
YMR104C	2.5318	14.3614	1
YMR105C	7.9488	16.3775	1
YMR106C	6.2118	11.1145	1
YMR107W	0.5891	4.5777	0
YMR108W	355.987	144.7278	1
YMR109W	44.8184	20.6179	1
YMR110C	27.6891	75.5558	1
YMR111C	6.5221	48.2325	1
YMR112C	42.9988	110.2005	1
YMR113W	21.4845	106.0544	1
YMR114C	9.1102	23.4765	1
YMR115W	20.5093	35.7251	1
YMR116C	2968.6119	6022.8445	1
YMR117C	33.9376	47.8914	1
YMR118C	0	1.6886	0
YMR119W	10.4357	66.4731	1
YMR120C	332.4925	639.8391	1
YMR122WA	909.7902	901.6182	1
YMR123W	141.7188	145.2114	1
YMR124W	15.715	12.7202	1
YMR125W	67.7391	91.6781	1
YMR126C	6.3996	93.4348	1
YMR127C	10.9265	85.6909	1
YMR128W	45.1813	43.7801	1
YMR129W	28.2378	32.9134	1
YMR130W	35.9865	122.67	1
YMR132C	18.0291	87.2413	1
YMR133W	0	0.6308	0
YMR134W	37.4362	45.3132	1
YMR135C	12.1906	66.3678	1
YMR136W	10.8906	17.5907	1
YMR137C	4.0449	24.0771	1
YMR138W	14.9824	64.1012	1
YMR139W	19.7866	40.7731	1
YMR140W	18.4896	18.6395	1
YMR144W	24.9984	35.1595	1
YMR145C	63.0186	61.3299	1
YMR146C	332.7377	195.4864	1
YMR147W	22.9437	12.7771	0
YMR148W	19.7462	27.2086	0
YMR149W	139.5286	159.4294	1
YMR150C	21.8738	161.6116	1
YMR152W	42.5495	45.6987	1
YMR153W	45.1304	108.1194	1
YMR154C	2.4524	9.1616	0
YMR155W	7.7665	49.5207	1
YMR156C	9.7502	21.1693	0
YMR157C	23.5642	88.4322	1
YMR158W	75.8944	121.4421	1
YMR159C	13.5947	25.0891	0
YMR160W	6.5563	10.1239	1
YMR161W	77.6628	138.1499	1
YMR162C	5.4729	15.3839	1
YMR163C	3.6958	16.532	1
YMR165C	10.2656	14.2224	1
YMR166C	7.9946	14.2665	0
YMR167W	8.0263	19.0571	1
YMR168C	3.9456	24.8562	1
YMR171C	12.4584	46.2262	1
YMR172W	7.1526	24.6404	1
YMR174C	9.8654	9.5824	0
YMR175W	0.852	6.6206	0
YMR176W	2.3353	15.8782	1
YMR177W	19.8799	72.8028	1
YMR178W	72.5519	169.7598	1
YMR179W	10.8567	15.3786	1
YMR180C	7.4783	59.7706	1
YMR181C	8.8303	13.7232	0
YMR182C	0.9695	5.9642	0
YMR182WA	0	22.5026	0
YMR183C	219.6239	99.0114	1
YMR184W	44.4042	94.2855	1
YMR185W	6.2947	50.0683	1
YMR187C	4.6066	46.5966	1
YMR188C	65.9453	266.5645	1
YMR189W	46.4535	81.1534	1
YMR190C	3.7954	8.2948	1
YMR191W	16.3262	47.5737	1
YMR192W	20.952	19.5185	1
YMR193W	60.8768	165.823	1
YMR194CB	10.0579	79.1323	0
YMR195W	110.5718	471.6274	1
YMR196W	3.0906	17.0315	1
YMR197C	72.9198	83.04	1
YMR198W	11.8843	41.0184	1
YMR199W	30.2441	40.469	1
YMR200W	85.0888	295.0983	1
YMR201C	13.5082	29.5216	1
YMR202W	304.8249	615.444	1
YMR203W	181.4304	69.0478	1
YMR204C	9.7796	23.5895	1
YMR205C	480.6261	133.7007	1
YMR206W	0.2184	0.2122	0
YMR207C	1.488	7.9493	1
YMR208W	40.0318	72.0623	1
YMR209C	14.9845	86.3095	1
YMR210W	16.013	54.6603	1
YMR211W	10.9582	105.7385	1
YMR212C	30.2571	97.8791	1
YMR213W	9.1768	18.9554	1
YMR214W	94.3814	83.9172	1
YMR215W	102.7666	66.673	1
YMR216C	28.6499	41.5627	1
YMR217W	443.4326	305.9867	1
YMR218C	6.7255	41.9176	1
YMR219W	13.0446	11.3833	1
YMR220W	29.3035	131.254	1
